,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2052,2006-01-11,Oficina,Venta,Girona,185,1730675,2006-10-07 00:00:00,María
2053,2006-01-11,Oficina,Venta,Tarragona,247,1568697,2006-05-14 00:00:00,Luisa
2054,2006-01-11,Industrial,Alquiler,Barcelona,271,1196465,2006-08-05 00:00:00,Jesús
2055,2006-01-12,Piso,Alquiler,Girona,289,2462280,2007-01-05 00:00:00,Jesús
2057,2006-01-13,Industrial,Alquiler,Tarragona,122,1184376,2006-10-03 00:00:00,Luisa
2059,2006-01-13,Oficina,Venta,Barcelona,207,1437408,2006-08-21 00:00:00,María
2060,2006-01-13,Suelo,Venta,Lleida,261,1615851,2006-12-25 00:00:00,Jesús
2062,2006-01-13,Suelo,Venta,Barcelona,274,1450556,2006-09-03 00:00:00,María
2063,2006-01-14,Industrial,Alquiler,Barcelona,144,1331856,2006-12-19 00:00:00,Luisa
2065,2006-01-14,Local,Alquiler,Girona,165,1461570,2006-10-17 00:00:00,Carmen
2066,2006-01-14,Oficina,Alquiler,Lleida,129,562827,2006-11-16 00:00:00,Joaquín
2067,2006-01-14,Local,Alquiler,Lleida,255,2494410,2006-11-22 00:00:00,Luisa
2068,2006-01-15,Oficina,Alquiler,Barcelona,199,1685132,2006-11-07 00:00:00,Joaquín
2069,2006-01-15,Suelo,Venta,Barcelona,245,2399040,2006-05-31 00:00:00,Joaquín
2070,2006-01-15,Oficina,Alquiler,Lleida,272,2487712,2006-04-25 00:00:00,Carmen
2072,2006-01-15,Casa,Venta,Girona,239,2030783,2006-12-16 00:00:00,María
2074,2006-01-16,Local,Venta,Lleida,209,1355365,2006-07-01 00:00:00,Joaquín
2075,2006-01-17,Piso,Venta,Barcelona,267,1074675,2006-10-20 00:00:00,Carmen
2076,2006-01-17,Industrial,Alquiler,Lleida,246,2398008,2006-05-22 00:00:00,Jesús
2077,2006-01-17,Oficina,Alquiler,Barcelona,123,609342,2006-05-10 00:00:00,Carmen
2078,2006-01-17,Industrial,Alquiler,Barcelona,221,1411969,2006-07-26 00:00:00,Pedro
2079,2006-01-18,Suelo,Venta,Girona,234,2049606,2006-04-21 00:00:00,María
2082,2006-01-19,Piso,Venta,Girona,267,2245203,2006-07-28 00:00:00,María
2083,2006-01-19,Parking,Alquiler,Girona,188,1422220,2006-07-20 00:00:00,María
2084,2006-01-19,Industrial,Venta,Girona,296,2387832,2006-06-28 00:00:00,María
2085,2006-01-20,Local,Alquiler,Girona,256,1428480,2006-06-26 00:00:00,Pedro
2086,2006-01-20,Parking,Alquiler,Barcelona,265,2119735,2006-10-15 00:00:00,Pedro
2089,2006-01-21,Suelo,Alquiler,Lleida,178,1104846,2006-06-08 00:00:00,Jesús
2090,2006-01-23,Suelo,Venta,Lleida,171,1298403,2006-08-31 00:00:00,Carmen
2092,2006-01-23,Industrial,Alquiler,Tarragona,293,1182841,2006-06-15 00:00:00,María
2093,2006-01-23,Casa,Alquiler,Girona,154,1427118,2006-10-03 00:00:00,Pedro
2096,2006-01-23,Local,Alquiler,Tarragona,190,1469460,2007-01-10 00:00:00,Carmen
2097,2006-01-24,Oficina,Alquiler,Girona,123,1133199,2006-09-23 00:00:00,Luisa
2098,2006-01-24,Local,Venta,Lleida,144,1247760,2006-08-03 00:00:00,Luisa
2099,2006-01-24,Casa,Venta,Lleida,80,727680,2006-07-12 00:00:00,Joaquín
2100,2006-01-24,Piso,Venta,Tarragona,220,1522840,2006-05-02 00:00:00,María
2101,2006-01-24,Local,Venta,Tarragona,197,1489911,2006-04-24 00:00:00,Carmen
2102,2006-01-25,Casa,Alquiler,Tarragona,229,1447509,2006-04-29 00:00:00,Joaquín
2103,2006-01-25,Oficina,Venta,Barcelona,223,1970874,2006-06-08 00:00:00,Joaquín
2104,2006-01-25,Oficina,Alquiler,Lleida,237,1438827,2006-05-12 00:00:00,Pedro
2105,2006-01-25,Parking,Alquiler,Tarragona,212,1440540,2006-10-10 00:00:00,Jesús
2107,2006-01-26,Oficina,Venta,Tarragona,139,1197485,2007-01-24 00:00:00,Pedro
2109,2006-01-26,Suelo,Alquiler,Barcelona,273,1528254,2006-06-15 00:00:00,Pedro
2110,2006-01-26,Oficina,Venta,Lleida,261,2233899,2006-10-29 00:00:00,Luisa
2111,2006-01-26,Parking,Venta,Tarragona,81,709560,2006-06-28 00:00:00,Joaquín
2112,2006-01-26,Oficina,Venta,Lleida,258,2111472,2006-05-31 00:00:00,Joaquín
2114,2006-01-28,Casa,Alquiler,Tarragona,254,1713992,2006-07-08 00:00:00,Pedro
2115,2006-01-28,Parking,Alquiler,Tarragona,294,1355046,2006-10-02 00:00:00,Jesús
2117,2006-01-29,Industrial,Venta,Lleida,246,1285842,2006-08-09 00:00:00,Jesús
2119,2006-01-30,Oficina,Alquiler,Girona,75,378900,2006-12-16 00:00:00,Carmen
2120,2006-01-30,Industrial,Alquiler,Tarragona,169,810186,2006-12-05 00:00:00,Joaquín
2124,2006-02-01,Casa,Venta,Barcelona,95,650750,2006-09-24 00:00:00,Carmen
2125,2006-02-01,Piso,Venta,Barcelona,252,2381400,2006-06-13 00:00:00,María
2126,2006-02-01,Piso,Venta,Lleida,157,1409546,2007-01-05 00:00:00,Pedro
2127,2006-02-02,Parking,Venta,Lleida,264,2181432,2006-12-25 00:00:00,María
2128,2006-02-02,Casa,Alquiler,Barcelona,234,1286766,2006-10-12 00:00:00,Luisa
2130,2006-02-02,Oficina,Alquiler,Tarragona,288,1820448,2006-11-13 00:00:00,Joaquín
2131,2006-02-03,Suelo,Alquiler,Tarragona,210,1482810,2006-11-23 00:00:00,Carmen
2132,2006-02-03,Casa,Venta,Barcelona,40,190280,2006-11-22 00:00:00,Joaquín
2133,2006-02-03,Parking,Venta,Lleida,235,2290545,2006-08-22 00:00:00,Carmen
2134,2006-02-04,Industrial,Alquiler,Tarragona,283,1709037,2006-07-14 00:00:00,Carmen
2136,2006-02-04,Local,Venta,Tarragona,216,1204200,2007-01-17 00:00:00,Joaquín
2137,2006-02-04,Parking,Venta,Girona,108,1041120,2006-05-07 00:00:00,Pedro
2138,2006-02-05,Industrial,Alquiler,Lleida,129,1140876,2006-07-02 00:00:00,Pedro
2139,2006-02-05,Piso,Alquiler,Lleida,194,1315126,2006-09-11 00:00:00,Luisa
2140,2006-02-06,Industrial,Alquiler,Lleida,65,272545,2006-06-23 00:00:00,Carmen
2141,2006-02-06,Suelo,Alquiler,Tarragona,88,808192,2007-01-17 00:00:00,Carmen
2143,2006-02-07,Piso,Alquiler,Tarragona,218,1677728,2006-05-19 00:00:00,Pedro
2147,2006-02-07,Oficina,Alquiler,Tarragona,206,1747292,2006-06-11 00:00:00,Carmen
2149,2006-02-08,Industrial,Alquiler,Barcelona,211,1155436,2006-12-27 00:00:00,Pedro
2151,2006-02-09,Piso,Venta,Barcelona,293,1298869,2006-07-11 00:00:00,Jesús
2152,2006-02-09,Parking,Venta,Barcelona,227,2001232,2006-12-06 00:00:00,María
2153,2006-02-09,Oficina,Venta,Girona,200,1539800,2006-12-25 00:00:00,Carmen
2154,2006-02-09,Industrial,Alquiler,Girona,252,1949220,2006-10-20 00:00:00,Carmen
2155,2006-02-09,Industrial,Alquiler,Tarragona,259,1627556,2006-05-30 00:00:00,María
2156,2006-02-10,Casa,Venta,Tarragona,254,1522222,2007-02-05 00:00:00,María
2157,2006-02-11,Casa,Venta,Tarragona,96,652896,2006-11-07 00:00:00,Joaquín
2158,2006-02-11,Oficina,Venta,Barcelona,233,1157544,2006-06-10 00:00:00,Jesús
2159,2006-02-12,Piso,Alquiler,Tarragona,118,734786,2006-07-19 00:00:00,Joaquín
2160,2006-02-12,Parking,Venta,Lleida,210,1511160,2006-10-21 00:00:00,Luisa
2162,2006-02-12,Piso,Alquiler,Lleida,141,1401822,2006-05-29 00:00:00,María
2163,2006-02-12,Oficina,Venta,Tarragona,62,506540,2006-10-08 00:00:00,Joaquín
2164,2006-02-13,Casa,Venta,Barcelona,83,444299,2007-01-18 00:00:00,Joaquín
2165,2006-02-14,Parking,Alquiler,Girona,131,1163542,2007-01-18 00:00:00,Luisa
2166,2006-02-15,Suelo,Venta,Barcelona,149,1436211,2007-02-01 00:00:00,María
2168,2006-02-15,Suelo,Venta,Tarragona,227,2069786,2006-10-16 00:00:00,Luisa
2169,2006-02-15,Parking,Alquiler,Tarragona,132,973764,2006-05-19 00:00:00,Joaquín
2171,2006-02-16,Industrial,Alquiler,Lleida,201,1733022,2006-09-08 00:00:00,Pedro
2172,2006-02-16,Oficina,Venta,Tarragona,279,2331324,2006-08-02 00:00:00,Joaquín
2173,2006-02-16,Suelo,Venta,Lleida,188,1541976,2006-07-19 00:00:00,Joaquín
2175,2006-02-16,Suelo,Alquiler,Tarragona,276,1302720,2006-11-09 00:00:00,María
2177,2006-02-17,Industrial,Venta,Girona,271,2108109,2006-12-24 00:00:00,Pedro
2180,2006-02-17,Suelo,Venta,Lleida,153,1140156,2006-06-30 00:00:00,Joaquín
2181,2006-02-18,Industrial,Venta,Tarragona,126,1031058,2006-09-13 00:00:00,Carmen
2182,2006-02-18,Local,Venta,Tarragona,55,262185,2007-02-02 00:00:00,Joaquín
2185,2006-02-20,Parking,Alquiler,Barcelona,228,1815336,2006-06-10 00:00:00,Jesús
2187,2006-02-20,Oficina,Venta,Girona,245,1660120,2006-11-26 00:00:00,Pedro
2188,2006-02-20,Local,Venta,Girona,271,1647409,2007-01-12 00:00:00,Pedro
2189,2006-02-20,Piso,Venta,Tarragona,217,1912638,2006-10-22 00:00:00,Luisa
2190,2006-02-20,Casa,Alquiler,Tarragona,88,544896,2006-12-08 00:00:00,Carmen
2191,2006-02-21,Casa,Venta,Lleida,249,1307250,2006-11-20 00:00:00,Luisa
2192,2006-02-21,Parking,Alquiler,Barcelona,260,2470000,2006-05-27 00:00:00,Luisa
2193,2006-02-21,Local,Alquiler,Tarragona,154,1109262,2006-06-06 00:00:00,Carmen
2194,2006-02-22,Casa,Venta,Lleida,168,850752,2006-07-12 00:00:00,Joaquín
2195,2006-02-22,Oficina,Alquiler,Barcelona,64,319616,2006-07-06 00:00:00,Carmen
2199,2006-02-23,Casa,Venta,Girona,272,1586032,2007-01-23 00:00:00,María
2200,2006-02-24,Industrial,Alquiler,Barcelona,257,1598283,2007-02-03 00:00:00,Luisa
2204,2006-02-27,Industrial,Venta,Lleida,166,685082,2007-02-02 00:00:00,Joaquín
2205,2006-02-28,Casa,Venta,Girona,121,1002122,2006-07-13 00:00:00,Pedro
2206,2006-02-28,Casa,Venta,Barcelona,281,2577332,2006-07-03 00:00:00,Carmen
2207,2006-02-28,Industrial,Venta,Tarragona,100,888900,2006-08-02 00:00:00,Joaquín
2208,2006-03-01,Oficina,Venta,Tarragona,296,1761200,2007-02-13 00:00:00,Joaquín
2209,2006-03-01,Local,Alquiler,Lleida,240,1706400,2006-08-29 00:00:00,Pedro
2210,2006-03-01,Local,Venta,Lleida,146,1095146,2006-10-21 00:00:00,María
2211,2006-03-01,Local,Venta,Barcelona,287,1351196,2006-06-18 00:00:00,Jesús
2213,2006-03-02,Industrial,Venta,Girona,249,1882440,2006-12-16 00:00:00,Carmen
2215,2006-03-03,Casa,Alquiler,Girona,125,657500,2007-03-02 00:00:00,Carmen
2217,2006-03-03,Casa,Alquiler,Barcelona,243,1918728,2006-07-26 00:00:00,Luisa
2218,2006-03-03,Oficina,Alquiler,Lleida,74,697746,2007-01-11 00:00:00,Carmen
2220,2006-03-04,Parking,Alquiler,Girona,269,1908286,2007-01-29 00:00:00,Jesús
2221,2006-03-04,Industrial,Venta,Girona,201,1929198,2006-08-16 00:00:00,María
2223,2006-03-05,Parking,Venta,Barcelona,293,1996209,2006-07-26 00:00:00,Jesús
2224,2006-03-05,Suelo,Venta,Tarragona,243,1552041,2006-12-03 00:00:00,Luisa
2227,2006-03-06,Suelo,Venta,Tarragona,176,1463264,2006-12-21 00:00:00,Pedro
2228,2006-03-06,Local,Alquiler,Lleida,126,1177722,2007-02-14 00:00:00,Pedro
2229,2006-03-06,Local,Alquiler,Girona,143,1205347,2006-12-22 00:00:00,María
2230,2006-03-07,Industrial,Alquiler,Girona,223,1510825,2006-06-19 00:00:00,Luisa
2231,2006-03-07,Parking,Venta,Barcelona,227,2257515,2007-02-06 00:00:00,Luisa
2232,2006-03-07,Suelo,Alquiler,Girona,162,1202850,2006-11-30 00:00:00,Pedro
2233,2006-03-08,Oficina,Alquiler,Barcelona,177,1191033,2006-06-27 00:00:00,Carmen
2234,2006-03-08,Suelo,Venta,Barcelona,62,500836,2007-02-16 00:00:00,Joaquín
2235,2006-03-08,Piso,Venta,Tarragona,138,1343844,2007-01-01 00:00:00,Carmen
2236,2006-03-08,Industrial,Venta,Tarragona,248,1460224,2007-01-26 00:00:00,María
2237,2006-03-08,Casa,Alquiler,Lleida,217,1659833,2007-03-01 00:00:00,Luisa
2238,2006-03-09,Oficina,Alquiler,Tarragona,272,1705712,2006-06-19 00:00:00,Joaquín
2240,2006-03-11,Suelo,Alquiler,Girona,258,1930614,2006-07-07 00:00:00,Joaquín
2243,2006-03-12,Casa,Alquiler,Girona,150,1159650,2006-09-22 00:00:00,Joaquín
2244,2006-03-13,Parking,Alquiler,Barcelona,182,1489124,2007-02-22 00:00:00,Pedro
2245,2006-03-13,Industrial,Alquiler,Girona,240,2175360,2006-09-07 00:00:00,Luisa
2246,2006-03-13,Industrial,Alquiler,Tarragona,214,1331936,2006-12-04 00:00:00,Joaquín
2247,2006-03-13,Casa,Venta,Barcelona,143,616044,2007-01-19 00:00:00,Carmen
2248,2006-03-14,Suelo,Venta,Girona,229,1243699,2007-02-11 00:00:00,María
2249,2006-03-14,Industrial,Alquiler,Barcelona,63,343602,2006-10-16 00:00:00,Carmen
2250,2006-03-15,Casa,Alquiler,Girona,283,1219730,2006-07-26 00:00:00,Pedro
2252,2006-03-16,Piso,Venta,Tarragona,258,1646556,2006-11-30 00:00:00,Carmen
2253,2006-03-16,Oficina,Alquiler,Tarragona,87,603780,2007-03-07 00:00:00,Joaquín
2254,2006-03-16,Oficina,Alquiler,Lleida,178,1171418,2006-12-05 00:00:00,María
2255,2006-03-17,Industrial,Alquiler,Barcelona,121,764115,2006-11-19 00:00:00,Joaquín
2256,2006-03-17,Piso,Alquiler,Girona,196,1611708,2007-01-08 00:00:00,Jesús
2258,2006-03-19,Oficina,Alquiler,Girona,286,1413698,2007-03-15 00:00:00,Carmen
2259,2006-03-19,Oficina,Alquiler,Barcelona,83,743265,2007-01-03 00:00:00,Joaquín
2261,2006-03-20,Piso,Venta,Tarragona,199,1685729,2006-12-27 00:00:00,Luisa
2262,2006-03-20,Casa,Alquiler,Tarragona,220,1550780,2006-10-21 00:00:00,Carmen
2263,2006-03-20,Industrial,Alquiler,Lleida,274,1456858,2006-07-28 00:00:00,Pedro
2264,2006-03-21,Local,Alquiler,Tarragona,149,948832,2007-01-14 00:00:00,Joaquín
2265,2006-03-21,Oficina,Venta,Girona,290,2797050,2006-10-02 00:00:00,Luisa
2267,2006-03-21,Parking,Alquiler,Girona,97,885998,2007-01-31 00:00:00,Carmen
2270,2006-03-23,Local,Alquiler,Girona,225,1501650,2006-06-22 00:00:00,Jesús
2271,2006-03-24,Local,Alquiler,Tarragona,191,926350,2006-09-22 00:00:00,Carmen
2272,2006-03-25,Piso,Alquiler,Tarragona,150,1396200,2006-07-31 00:00:00,Pedro
2274,2006-03-26,Suelo,Venta,Tarragona,114,461130,2006-12-26 00:00:00,Joaquín
2275,2006-03-26,Casa,Alquiler,Barcelona,235,2145315,2007-02-09 00:00:00,Joaquín
2276,2006-03-26,Oficina,Venta,Girona,263,2034042,2006-09-08 00:00:00,Carmen
2277,2006-03-26,Oficina,Alquiler,Tarragona,294,2427558,2007-01-30 00:00:00,Pedro
2278,2006-03-28,Oficina,Venta,Tarragona,66,328482,2006-12-14 00:00:00,Joaquín
2279,2006-03-28,Parking,Alquiler,Tarragona,290,1442460,2007-01-28 00:00:00,Carmen
2280,2006-03-28,Suelo,Alquiler,Barcelona,254,1558036,2007-03-15 00:00:00,María
2285,2006-03-30,Local,Venta,Lleida,108,780516,2006-10-07 00:00:00,Joaquín
2286,2006-03-30,Suelo,Venta,Tarragona,230,1690730,2006-11-15 00:00:00,Carmen
2287,2006-03-30,Industrial,Venta,Girona,134,780148,2006-08-23 00:00:00,Joaquín
2290,2006-03-31,Piso,Venta,Girona,283,1227937,2006-12-31 00:00:00,Joaquín
2291,2006-03-31,Suelo,Venta,Barcelona,295,1490930,2007-03-14 00:00:00,Joaquín
2292,2006-04-01,Local,Venta,Tarragona,102,828138,2006-11-12 00:00:00,Carmen
2294,2006-04-01,Local,Venta,Barcelona,155,1425690,2006-11-08 00:00:00,Jesús
2296,2006-04-01,Casa,Alquiler,Lleida,164,771292,2006-09-22 00:00:00,Joaquín
2299,2006-04-02,Oficina,Venta,Tarragona,128,1213312,2006-11-02 00:00:00,María
2300,2006-04-02,Casa,Alquiler,Tarragona,190,1760920,2006-10-22 00:00:00,Jesús
2304,2006-04-04,Casa,Alquiler,Barcelona,180,1071720,2007-03-31 00:00:00,Carmen
2305,2006-04-04,Piso,Venta,Lleida,150,1267950,2006-09-15 00:00:00,Jesús
2306,2006-04-05,Local,Alquiler,Tarragona,154,1405404,2006-09-08 00:00:00,María
2307,2006-04-05,Local,Alquiler,Lleida,261,2598516,2006-08-29 00:00:00,Carmen
2308,2006-04-05,Parking,Venta,Tarragona,298,2236490,2007-01-07 00:00:00,Joaquín
2309,2006-04-06,Suelo,Venta,Girona,82,593352,2006-11-25 00:00:00,Joaquín
2311,2006-04-07,Parking,Alquiler,Girona,261,1189377,2006-09-19 00:00:00,Jesús
2312,2006-04-07,Suelo,Alquiler,Girona,82,418610,2007-03-03 00:00:00,Joaquín
2313,2006-04-07,Suelo,Alquiler,Barcelona,234,1475136,2006-09-18 00:00:00,Carmen
2315,2006-04-07,Parking,Venta,Girona,181,1789185,2007-01-27 00:00:00,Carmen
2316,2006-04-08,Parking,Venta,Tarragona,151,737635,2007-03-12 00:00:00,Carmen
2318,2006-04-09,Piso,Venta,Lleida,47,313537,2007-01-05 00:00:00,Joaquín
2319,2006-04-09,Oficina,Alquiler,Tarragona,113,704894,2007-01-27 00:00:00,Carmen
2321,2006-04-09,Casa,Alquiler,Barcelona,45,402885,2007-03-28 00:00:00,Joaquín
2322,2006-04-09,Local,Venta,Tarragona,141,1058628,2007-01-29 00:00:00,Luisa
2323,2006-04-10,Piso,Venta,Girona,182,1400308,2007-01-07 00:00:00,Joaquín
2324,2006-04-10,Parking,Alquiler,Barcelona,89,711199,2006-08-21 00:00:00,Carmen
2326,2006-04-11,Industrial,Venta,Tarragona,161,1240827,2007-03-05 00:00:00,Carmen
2327,2006-04-11,Local,Alquiler,Barcelona,130,1276600,2007-01-04 00:00:00,María
2328,2006-04-12,Local,Venta,Tarragona,188,1772840,2006-12-08 00:00:00,Pedro
2329,2006-04-12,Parking,Alquiler,Tarragona,124,1026596,2007-03-28 00:00:00,Carmen
2330,2006-04-12,Parking,Venta,Lleida,224,1901536,2007-03-23 00:00:00,Joaquín
2331,2006-04-12,Industrial,Venta,Lleida,180,984780,2006-09-01 00:00:00,Joaquín
2332,2006-04-13,Industrial,Venta,Lleida,135,973890,2007-01-09 00:00:00,Joaquín
2333,2006-04-13,Industrial,Venta,Barcelona,288,1781568,2006-09-24 00:00:00,María
2334,2006-04-14,Oficina,Venta,Girona,265,1944570,2006-09-27 00:00:00,Luisa
2335,2006-04-14,Industrial,Alquiler,Barcelona,189,1192401,2007-03-20 00:00:00,Carmen
2336,2006-04-14,Local,Venta,Barcelona,193,1826938,2006-09-12 00:00:00,Pedro
2338,2006-04-16,Local,Venta,Lleida,211,958151,2007-02-01 00:00:00,Carmen
2339,2006-04-16,Casa,Venta,Tarragona,196,1670116,2006-09-19 00:00:00,Pedro
2340,2006-04-17,Piso,Venta,Girona,220,1282820,2006-11-25 00:00:00,Carmen
2341,2006-04-17,Suelo,Venta,Lleida,244,1386164,2007-03-27 00:00:00,María
2343,2006-04-20,Oficina,Alquiler,Girona,120,1085160,2006-08-14 00:00:00,Luisa
2345,2006-04-21,Industrial,Venta,Lleida,143,1258972,2006-12-03 00:00:00,Luisa
2346,2006-04-21,Oficina,Venta,Girona,205,886215,2006-12-05 00:00:00,Carmen
2349,2006-04-22,Oficina,Venta,Lleida,62,433008,2006-10-20 00:00:00,Carmen
2350,2006-04-22,Parking,Alquiler,Lleida,94,559206,2006-09-23 00:00:00,Joaquín
2351,2006-04-22,Local,Venta,Tarragona,252,1690164,2006-11-16 00:00:00,María
2352,2006-04-22,Oficina,Venta,Barcelona,160,745600,2007-01-06 00:00:00,Joaquín
2354,2006-04-22,Casa,Venta,Barcelona,289,1504823,2006-10-31 00:00:00,Luisa
2355,2006-04-23,Parking,Venta,Girona,199,1777866,2006-12-23 00:00:00,Jesús
2357,2006-04-23,Suelo,Venta,Girona,287,1567020,2006-08-17 00:00:00,Carmen
2358,2006-04-25,Suelo,Alquiler,Girona,193,1363352,2007-04-02 00:00:00,Carmen
2359,2006-04-25,Piso,Alquiler,Tarragona,212,1203524,2007-04-14 00:00:00,Luisa
2360,2006-04-26,Local,Venta,Barcelona,218,2136182,2007-01-14 00:00:00,Luisa
2361,2006-04-26,Industrial,Alquiler,Tarragona,187,1359677,2007-02-12 00:00:00,Pedro
2362,2006-04-27,Parking,Alquiler,Tarragona,286,2398682,2006-08-06 00:00:00,Joaquín
2364,2006-04-28,Local,Alquiler,Tarragona,279,1794807,2006-11-18 00:00:00,Luisa
2365,2006-04-28,Parking,Alquiler,Tarragona,270,1716390,2006-11-22 00:00:00,Jesús
2366,2006-04-29,Local,Venta,Tarragona,243,2047761,2006-10-12 00:00:00,María
2367,2006-04-29,Casa,Venta,Lleida,134,1024698,2006-11-09 00:00:00,Jesús
2368,2006-04-29,Piso,Alquiler,Lleida,69,464577,2006-09-20 00:00:00,Joaquín
2369,2006-04-29,Piso,Alquiler,Lleida,132,580800,2007-03-13 00:00:00,Joaquín
2370,2006-04-29,Suelo,Venta,Lleida,270,2364390,2007-04-02 00:00:00,Luisa
2371,2006-04-30,Local,Alquiler,Girona,220,1548800,2006-10-04 00:00:00,María
2372,2006-04-30,Piso,Venta,Barcelona,200,1996000,2006-08-05 00:00:00,Joaquín
2373,2006-05-01,Piso,Venta,Lleida,239,1264310,2007-02-15 00:00:00,Carmen
2375,2006-05-01,Casa,Alquiler,Tarragona,296,2813776,2006-10-22 00:00:00,Luisa
2377,2006-05-02,Local,Venta,Barcelona,292,1538256,2007-05-01 00:00:00,Jesús
2378,2006-05-02,Piso,Venta,Barcelona,233,1220454,2007-04-18 00:00:00,Carmen
2379,2006-05-02,Piso,Alquiler,Tarragona,238,1953742,2006-12-19 00:00:00,Joaquín
2380,2006-05-02,Parking,Venta,Girona,205,1921260,2006-12-17 00:00:00,María
2382,2006-05-03,Industrial,Alquiler,Girona,250,1002500,2007-01-16 00:00:00,Carmen
2384,2006-05-03,Industrial,Alquiler,Barcelona,188,1769644,2007-02-23 00:00:00,Carmen
2385,2006-05-03,Piso,Alquiler,Lleida,144,1211184,2007-02-27 00:00:00,María
2386,2006-05-04,Casa,Venta,Girona,294,1784580,2007-01-28 00:00:00,Luisa
2387,2006-05-05,Parking,Venta,Lleida,106,594130,2006-12-03 00:00:00,Carmen
2388,2006-05-05,Local,Alquiler,Girona,250,2281250,2007-03-08 00:00:00,Luisa
2389,2006-05-05,Casa,Venta,Lleida,290,1853390,2007-05-01 00:00:00,Luisa
2390,2006-05-08,Casa,Alquiler,Barcelona,257,1591344,2007-01-19 00:00:00,Luisa
2392,2006-05-09,Piso,Alquiler,Tarragona,283,2072692,2006-10-02 00:00:00,Carmen
2393,2006-05-09,Industrial,Venta,Girona,171,708795,2007-04-07 00:00:00,Carmen
2394,2006-05-10,Piso,Alquiler,Tarragona,300,2585100,2006-10-15 00:00:00,Luisa
2395,2006-05-11,Local,Venta,Barcelona,170,1602930,2006-11-05 00:00:00,Joaquín
2396,2006-05-12,Parking,Alquiler,Barcelona,236,2001280,2007-03-04 00:00:00,Jesús
2400,2006-05-13,Local,Venta,Girona,216,2144448,2007-01-26 00:00:00,María
2402,2006-05-13,Oficina,Alquiler,Lleida,275,1819950,2006-11-11 00:00:00,Luisa
2403,2006-05-13,Oficina,Venta,Girona,221,1356498,2006-10-10 00:00:00,Luisa
2404,2006-05-14,Parking,Alquiler,Barcelona,210,1371720,2007-03-26 00:00:00,Pedro
2405,2006-05-14,Suelo,Alquiler,Tarragona,197,1840571,2006-10-10 00:00:00,Luisa
2408,2006-05-14,Suelo,Alquiler,Lleida,195,1790490,2006-12-16 00:00:00,Carmen
2410,2006-05-15,Industrial,Venta,Tarragona,201,1163388,2007-01-24 00:00:00,Joaquín
2411,2006-05-16,Local,Alquiler,Girona,277,1802993,2007-03-01 00:00:00,Joaquín
2412,2006-05-16,Suelo,Alquiler,Tarragona,123,499380,2006-08-17 00:00:00,Joaquín
2413,2006-05-16,Oficina,Alquiler,Lleida,257,2203004,2006-11-15 00:00:00,Pedro
2414,2006-05-16,Oficina,Venta,Girona,295,2200405,2007-03-24 00:00:00,María
2416,2006-05-17,Local,Venta,Girona,184,1113016,2007-01-15 00:00:00,María
2418,2006-05-18,Oficina,Alquiler,Lleida,176,1214576,2006-10-08 00:00:00,Luisa
2419,2006-05-18,Piso,Alquiler,Lleida,149,1099024,2006-10-01 00:00:00,Luisa
2421,2006-05-19,Industrial,Venta,Tarragona,280,2370200,2007-02-04 00:00:00,Luisa
2422,2006-05-20,Oficina,Alquiler,Girona,156,1294176,2006-10-05 00:00:00,Carmen
2423,2006-05-20,Oficina,Alquiler,Barcelona,225,1752975,2006-09-22 00:00:00,Jesús
2424,2006-05-20,Suelo,Venta,Barcelona,285,2603190,2006-11-15 00:00:00,Joaquín
2425,2006-05-20,Suelo,Venta,Girona,247,2320565,2007-05-01 00:00:00,Jesús
2427,2006-05-21,Industrial,Alquiler,Lleida,277,2268076,2007-01-25 00:00:00,María
2428,2006-05-21,Casa,Venta,Girona,273,2682225,,
2429,2006-05-21,Casa,Venta,Girona,245,2037420,2007-04-04 00:00:00,Pedro
2430,2006-05-22,Suelo,Venta,Lleida,271,2303500,2007-01-22 00:00:00,Luisa
2431,2006-05-22,Local,Alquiler,Barcelona,232,1699168,2006-08-27 00:00:00,Carmen
2432,2006-05-22,Piso,Venta,Girona,203,1315846,2007-02-27 00:00:00,Carmen
2433,2006-05-23,Casa,Alquiler,Tarragona,202,1112010,2007-01-29 00:00:00,Pedro
2434,2006-05-24,Parking,Alquiler,Lleida,125,822625,2007-01-31 00:00:00,Joaquín
2436,2006-05-25,Casa,Alquiler,Tarragona,195,1927770,2007-01-10 00:00:00,Jesús
2437,2006-05-26,Piso,Venta,Lleida,129,818505,2006-08-30 00:00:00,Carmen
2439,2006-05-26,Industrial,Alquiler,Girona,278,2336590,2006-12-26 00:00:00,Luisa
2440,2006-05-27,Piso,Alquiler,Barcelona,207,1381104,2007-04-30 00:00:00,María
2442,2006-05-27,Piso,Alquiler,Girona,233,1682260,,
2443,2006-05-28,Oficina,Alquiler,Tarragona,106,795318,2006-09-11 00:00:00,Joaquín
2444,2006-05-28,Parking,Alquiler,Lleida,194,1466058,2007-01-29 00:00:00,Carmen
2445,2006-05-28,Piso,Alquiler,Girona,253,1162788,2007-01-22 00:00:00,Luisa
2448,2006-05-29,Suelo,Venta,Barcelona,228,2203620,2007-03-29 00:00:00,Joaquín
2449,2006-05-29,Parking,Venta,Girona,202,1524898,2006-12-28 00:00:00,Carmen
2450,2006-05-30,Oficina,Venta,Barcelona,65,458640,2006-11-26 00:00:00,Joaquín
